OrderID,City,Zone,Timestamp,TimeBlock,DemandIndex,FuelPrice,TrafficIndex,Distance_km,Price,Cost,Profit,PredictedPrice,PredictedProfit
BANG5475,Bangalore,Central,01-09-2025 14:52,Afternoon,88,106.65,0.99,8.15,145.7,134.82,10.88,145.63,10.84
BANG5476,Bangalore,West,30-08-2025 05:34,Night,41,106.63,0.8,14.65,217.17,199.82,17.35,217.2,17.28
BANG5477,Bangalore,Central,30-08-2025 15:46,Afternoon,77,106.54,0.73,14.15,200.17,194.77,5.4,200.27,5.35
BANG5478,Bangalore,North,01-09-2025 21:40,Evening,64,106.62,0.73,4.91,116.29,102.41,13.88,116.35,13.88
BANG5479,Bangalore,West,02-09-2025 16:20,Afternoon,42,106.57,0.59,11.31,185.45,166.38,19.07,185.36,19.16
BANG5480,Bangalore,West,02-09-2025 14:54,Afternoon,84,106.73,0.5,13.05,195.02,183.86,11.16,194.96,11.23
BANG5481,Bangalore,North,30-08-2025 02:53,Night,57,106.67,0.78,4.74,111.16,100.74,10.42,111.16,10.47
BANG5482,Bangalore,Central,30-08-2025 07:51,Morning,53,106.56,0.62,3.21,93.71,85.38,8.33,93.75,8.36
BANG5483,Bangalore,Central,02-09-2025 11:36,Morning,79,106.66,0.89,13.79,202.41,191.23,11.18,202.4,11.17
BANG5484,Bangalore,East,02-09-2025 15:34,Afternoon,45,106.5,0.54,7.13,149.2,124.55,24.65,149.16,24.6
BANG5485,Bangalore,Central,02-09-2025 17:34,Afternoon,61,106.64,0.61,4.84,116.24,101.72,14.52,116.15,14.59
BANG5486,Bangalore,North,01-09-2025 05:37,Night,75,106.79,0.98,14.4,217.48,197.4,20.08,217.51,20.03
BANG5487,Bangalore,West,30-08-2025 10:35,Morning,43,106.6,0.83,4.4,121.79,97.3,24.49,121.78,24.58
BANG5488,Bangalore,East,30-08-2025 06:29,Morning,47,106.54,0.65,13.97,200.2,192.97,7.23,200.16,7.24
BANG5489,Bangalore,South,31-08-2025 22:49,Night,46,106.73,0.76,10.51,170.21,158.46,11.75,170.14,11.71
BANG5490,Bangalore,North,30-08-2025 07:13,Morning,84,106.6,0.81,8.47,143.6,138.0,5.6,143.64,5.54
BANG5491,Bangalore,South,30-08-2025 23:26,Night,65,106.78,0.81,3.98,110.34,93.19,17.15,110.43,17.23
BANG5492,Bangalore,South,01-09-2025 00:21,Night,80,106.51,0.65,9.3,156.82,146.26,10.56,156.85,10.5
BANG5493,Bangalore,East,30-08-2025 15:54,Afternoon,40,106.79,0.73,11.46,192.89,168.0,24.89,192.95,24.98
BANG5494,Bangalore,East,02-09-2025 16:15,Afternoon,61,106.59,0.76,12.04,178.74,173.7,5.04,178.73,4.99
BANG5495,Bangalore,Central,02-09-2025 22:51,Night,47,106.57,0.53,6.99,131.58,123.18,8.4,131.62,8.38
BANG5496,Bangalore,West,01-09-2025 16:46,Afternoon,77,106.75,0.85,9.61,160.5,149.48,11.02,160.56,11.1
BANG5497,Bangalore,Central,01-09-2025 11:50,Morning,42,106.71,0.82,9.12,165.1,144.55,20.55,165.13,20.62
BANG5498,Bangalore,West,02-09-2025 01:11,Night,56,106.78,0.73,6.23,124.05,115.69,8.36,124.08,8.39
BANG5499,Bangalore,West,30-08-2025 04:37,Night,69,106.66,0.71,12.76,186.0,180.93,5.07,185.96,5.1
BANG5500,Bangalore,Central,30-08-2025 12:41,Afternoon,57,106.61,0.78,6.51,126.37,118.4,7.97,126.35,7.87
BANG5501,Bangalore,Central,30-08-2025 23:24,Night,47,106.61,0.74,6.76,135.85,120.9,14.95,135.83,15.01
BANG5502,Bangalore,West,01-09-2025 20:08,Evening,65,106.7,0.98,14.79,220.66,201.25,19.41,220.67,19.35
BANG5503,Bangalore,South,01-09-2025 18:14,Evening,66,106.51,0.53,13.35,205.51,186.76,18.75,205.58,18.74
BANG5504,Bangalore,South,31-08-2025 21:15,Evening,71,106.67,0.74,6.57,128.11,119.04,9.07,128.13,8.98
BANG5505,Bangalore,South,01-09-2025 00:10,Night,79,106.76,0.64,9.48,157.51,148.18,9.33,157.5,9.41
BANG5506,Bangalore,South,02-09-2025 20:45,Evening,63,106.72,0.97,8.4,146.81,137.36,9.45,146.89,9.42
BANG5507,Bangalore,North,30-08-2025 23:41,Night,89,106.58,0.55,7.87,140.85,131.99,8.86,140.75,8.8
BANG5508,Bangalore,South,30-08-2025 11:51,Morning,65,106.54,0.59,3.58,106.2,89.07,17.13,106.13,17.22
BANG5509,Bangalore,North,01-09-2025 12:45,Afternoon,40,106.78,0.81,12.46,195.51,177.99,17.52,195.54,17.62
BANG5510,Bangalore,South,31-08-2025 02:11,Night,65,106.72,1.0,11.72,188.09,170.56,17.53,188.16,17.57
BANG5511,Bangalore,Central,31-08-2025 19:42,Evening,46,106.7,0.56,3.16,92.38,84.95,7.43,92.37,7.46
BANG5512,Bangalore,North,31-08-2025 00:17,Night,80,106.58,0.63,4.42,105.67,97.49,8.18,105.67,8.1
BANG5513,Bangalore,West,02-09-2025 01:26,Night,54,106.69,0.76,7.21,143.37,125.44,17.93,143.29,17.99
BANG5514,Bangalore,East,02-09-2025 16:22,Afternoon,50,106.62,0.67,6.21,122.12,115.41,6.71,122.16,6.67
BANG5515,Bangalore,East,31-08-2025 03:04,Night,65,106.62,0.51,14.91,222.13,202.41,19.72,222.13,19.7
BANG5516,Bangalore,East,30-08-2025 23:57,Night,68,106.73,0.73,8.97,148.5,143.06,5.44,148.5,5.44
BANG5517,Bangalore,West,31-08-2025 09:41,Morning,68,106.69,0.83,8.39,149.52,137.24,12.28,149.51,12.31
BANG5518,Bangalore,Central,02-09-2025 16:47,Afternoon,52,106.8,0.87,9.73,160.19,150.7,9.49,160.17,9.39
BANG5519,Bangalore,South,30-08-2025 18:36,Evening,72,106.7,0.69,13.59,207.33,189.25,18.08,207.26,18.01
BANG5520,Bangalore,South,02-09-2025 03:06,Night,75,106.53,0.95,10.64,171.58,159.67,11.91,171.55,11.99
BANG5521,Bangalore,South,31-08-2025 06:03,Morning,86,106.64,0.6,6.2,121.28,115.32,5.96,121.19,5.97
BANG5522,Bangalore,Central,30-08-2025 02:44,Night,64,106.6,0.88,10.74,176.05,160.7,15.35,176.14,15.44
BANG5523,Bangalore,North,30-08-2025 03:32,Night,82,106.6,0.87,11.4,172.88,167.3,5.58,172.94,5.65
BANG5524,Bangalore,South,30-08-2025 09:48,Morning,66,106.77,0.59,4.11,104.47,94.48,9.99,104.38,10.07
BANG5525,Bangalore,West,30-08-2025 01:46,Night,60,106.79,0.89,8.99,159.52,143.3,16.22,159.58,16.23
BANG5526,Bangalore,North,31-08-2025 22:18,Night,67,106.52,0.57,12.9,203.95,182.26,21.69,203.97,21.59
BANG5527,Bangalore,Central,02-09-2025 08:31,Morning,59,106.75,0.69,5.96,124.62,112.98,11.64,124.63,11.64
BANG5528,Bangalore,West,02-09-2025 13:45,Afternoon,75,106.6,0.72,8.49,147.56,138.2,9.36,147.63,9.45
BANG5529,Bangalore,Central,02-09-2025 08:00,Morning,65,106.61,0.56,7.11,130.77,124.4,6.37,130.76,6.44
BANG5530,Bangalore,East,30-08-2025 20:43,Evening,52,106.74,0.76,12.74,192.3,180.77,11.53,192.3,11.6
BANG5531,Bangalore,West,30-08-2025 00:44,Night,71,106.7,0.51,3.41,99.07,87.45,11.62,99.02,11.69
BANG5532,Bangalore,East,02-09-2025 19:30,Evening,52,106.72,0.67,5.21,130.11,105.46,24.65,130.16,24.64
BANG5533,Bangalore,East,01-09-2025 15:57,Afternoon,64,106.75,0.81,12.86,197.39,181.98,15.41,197.38,15.4
BANG5534,Bangalore,East,31-08-2025 23:47,Night,85,106.62,0.76,11.69,188.71,170.21,18.5,188.72,18.42
BANG5535,Bangalore,Central,31-08-2025 02:09,Night,63,106.53,0.79,6.41,125.05,117.36,7.69,125.1,7.66
BANG5536,Bangalore,South,30-08-2025 09:51,Morning,88,106.59,0.51,14.55,217.19,198.8,18.39,217.27,18.41
BANG5537,Bangalore,Central,31-08-2025 22:30,Night,51,106.74,0.55,8.62,150.82,139.57,11.25,150.72,11.19
BANG5538,Bangalore,East,30-08-2025 05:54,Night,62,106.69,0.86,4.39,108.63,97.24,11.39,108.56,11.44
BANG5539,Bangalore,Central,01-09-2025 14:17,Afternoon,56,106.73,0.79,12.85,206.78,181.86,24.92,206.69,24.99
BANG5540,Bangalore,North,31-08-2025 07:57,Morning,49,106.79,0.95,4.63,110.53,99.7,10.83,110.62,10.88
BANG5541,Bangalore,Central,31-08-2025 05:36,Night,55,106.64,0.67,8.6,147.45,139.32,8.13,147.47,8.05
BANG5542,Bangalore,South,01-09-2025 10:56,Morning,51,106.66,0.95,3.9,100.37,92.33,8.04,100.29,8.05
BANG5543,Bangalore,South,31-08-2025 22:07,Night,55,106.69,0.79,10.3,166.37,156.34,10.03,166.29,10.04
BANG5544,Bangalore,West,30-08-2025 09:36,Morning,66,106.5,0.99,14.81,225.72,201.35,24.37,225.62,24.31
BANG5545,Bangalore,West,30-08-2025 14:49,Afternoon,60,106.61,0.99,14.68,207.91,200.1,7.81,207.94,7.78
BANG5546,Bangalore,Central,01-09-2025 07:22,Morning,76,106.7,0.94,3.28,99.93,86.15,13.78,100.0,13.69
BANG5547,Bangalore,West,30-08-2025 09:36,Morning,78,106.75,0.82,5.0,114.04,103.38,10.66,113.98,10.68
BANG5548,Bangalore,North,30-08-2025 21:45,Evening,61,106.61,0.71,10.09,169.03,154.21,14.82,168.96,14.74
BANG5549,Bangalore,East,01-09-2025 11:14,Morning,53,106.74,0.86,8.69,159.02,140.27,18.75,159.1,18.67
BANG5550,Bangalore,Central,02-09-2025 04:07,Night,45,106.51,0.75,5.86,134.78,111.86,22.92,134.81,22.86
BANG5551,Bangalore,East,02-09-2025 16:38,Afternoon,43,106.52,0.81,5.51,123.07,108.36,14.71,123.12,14.69
BANG5552,Bangalore,South,01-09-2025 18:32,Evening,80,106.74,0.69,10.22,170.68,155.57,15.11,170.74,15.2
BANG5553,Bangalore,West,31-08-2025 11:18,Morning,62,106.72,0.69,5.92,134.02,112.56,21.46,134.0,21.47
BANG5554,Bangalore,Central,01-09-2025 11:44,Morning,68,106.53,0.63,8.0,139.61,133.26,6.35,139.59,6.35
BANG5555,Bangalore,Central,01-09-2025 10:22,Morning,86,106.55,0.74,5.48,130.84,108.08,22.76,130.89,22.81
BANG5556,Bangalore,West,30-08-2025 21:31,Evening,54,106.52,0.63,3.22,95.06,85.46,9.6,95.06,9.67
BANG5557,Bangalore,North,30-08-2025 04:53,Night,84,106.69,0.58,13.8,201.26,191.34,9.92,201.33,9.96
BANG5558,Bangalore,West,02-09-2025 05:50,Night,67,106.73,0.61,12.44,200.85,177.76,23.09,200.84,23.03
BANG5559,Bangalore,Central,31-08-2025 13:37,Afternoon,76,106.71,0.91,12.51,189.8,178.46,11.34,189.86,11.34
BANG5560,Bangalore,South,30-08-2025 11:33,Morning,64,106.56,0.97,5.65,130.95,109.78,21.17,130.92,21.26
BANG5561,Bangalore,East,31-08-2025 18:06,Evening,72,106.54,0.62,3.97,103.52,92.97,10.55,103.44,10.58
BANG5562,Bangalore,West,02-09-2025 18:23,Evening,59,106.69,0.53,12.91,203.26,182.44,20.82,203.24,20.83
BANG5563,Bangalore,East,01-09-2025 18:53,Evening,69,106.61,0.52,7.64,136.83,129.7,7.13,136.8,7.17
BANG5564,Bangalore,Central,01-09-2025 03:48,Night,72,106.58,0.69,14.2,211.49,195.29,16.2,211.51,16.26
BANG5565,Bangalore,North,30-08-2025 06:32,Morning,46,106.68,0.88,11.17,189.47,165.04,24.43,189.46,24.35
BANG5566,Bangalore,West,02-09-2025 22:12,Night,61,106.77,0.97,3.07,101.53,84.08,17.45,101.58,17.52
BANG5567,Bangalore,Central,31-08-2025 02:15,Night,77,106.73,0.64,13.52,194.44,188.56,5.88,194.42,5.79
BANG5568,Bangalore,South,02-09-2025 18:15,Evening,44,106.58,0.57,9.64,165.08,149.69,15.39,165.05,15.38
BANG5569,Bangalore,Central,02-09-2025 16:25,Afternoon,70,106.68,0.58,10.74,172.96,160.74,12.22,173.0,12.22
BANG5570,Bangalore,North,31-08-2025 11:06,Morning,50,106.66,0.87,4.88,113.63,102.13,11.5,113.58,11.5
BANG5571,Bangalore,West,01-09-2025 07:48,Morning,44,106.65,0.86,11.22,172.23,165.52,6.71,172.29,6.78
BANG5572,Bangalore,Central,30-08-2025 19:05,Evening,48,106.63,0.74,3.64,113.3,89.72,23.58,113.21,23.67
BANG5573,Bangalore,West,02-09-2025 16:15,Afternoon,78,106.75,0.72,10.37,167.41,157.07,10.34,167.44,10.37
BANG5574,Bangalore,Central,02-09-2025 23:36,Night,85,106.57,0.86,10.37,164.67,156.98,7.69,164.64,7.65
BANG5575,Bangalore,West,01-09-2025 05:03,Night,87,106.59,0.57,6.81,145.75,121.4,24.35,145.74,24.31
BANG5576,Bangalore,North,30-08-2025 05:24,Night,41,106.76,0.58,10.36,180.99,156.98,24.01,181.07,23.97
BANG5577,Bangalore,West,30-08-2025 10:25,Morning,50,106.71,0.59,9.77,175.06,151.05,24.01,175.14,23.92
BANG5578,Bangalore,West,30-08-2025 07:24,Morning,65,106.61,0.72,7.13,137.03,124.6,12.43,136.94,12.35
BANG5579,Bangalore,North,02-09-2025 05:56,Night,49,106.8,0.83,4.22,109.25,95.6,13.65,109.28,13.69
BANG5580,Bangalore,East,30-08-2025 03:10,Night,62,106.66,0.96,12.26,185.69,175.93,9.76,185.59,9.66
BANG5581,Bangalore,West,01-09-2025 11:56,Morning,47,106.77,0.55,5.66,121.47,109.98,11.49,121.48,11.46
BANG5582,Bangalore,North,01-09-2025 21:49,Evening,84,106.69,0.93,9.0,152.89,143.34,9.55,152.82,9.62
BANG5583,Bangalore,South,02-09-2025 06:43,Morning,53,106.68,0.7,9.68,173.1,150.14,22.96,173.08,22.87
BANG5584,Bangalore,North,31-08-2025 00:36,Night,72,106.58,0.51,3.54,112.93,88.69,24.24,113.0,24.22
BANG5585,Bangalore,West,02-09-2025 08:03,Morning,49,106.66,0.5,11.07,187.3,164.03,23.27,187.23,23.24
BANG5586,Bangalore,West,30-08-2025 12:54,Afternoon,59,106.62,0.92,6.13,131.94,114.61,17.33,131.88,17.27
BANG5587,Bangalore,Central,30-08-2025 18:08,Evening,73,106.77,0.91,6.81,126.59,121.48,5.11,126.68,5.16
BANG5588,Bangalore,South,01-09-2025 06:29,Morning,79,106.73,0.81,5.7,127.82,110.36,17.46,127.83,17.48
BANG5589,Bangalore,West,30-08-2025 08:09,Morning,51,106.65,0.53,12.33,184.52,176.62,7.9,184.49,7.93
BANG5590,Bangalore,South,30-08-2025 11:44,Morning,40,106.59,0.75,12.6,188.75,179.3,9.45,188.8,9.44
BANG5591,Bangalore,Central,02-09-2025 16:22,Afternoon,75,106.72,0.91,7.3,144.75,126.36,18.39,144.82,18.33
BANG5592,Bangalore,Central,30-08-2025 21:31,Evening,57,106.78,0.62,6.23,130.86,115.69,15.17,130.82,15.14
BANG5593,Bangalore,East,31-08-2025 14:46,Afternoon,74,106.62,0.62,12.95,195.53,182.81,12.72,195.61,12.69
BANG5594,Bangalore,North,31-08-2025 16:53,Afternoon,58,106.74,0.84,6.53,132.45,118.67,13.78,132.49,13.74
BANG5595,Bangalore,West,31-08-2025 12:28,Afternoon,48,106.75,0.69,11.5,189.32,168.38,20.94,189.32,21.03
BANG5596,Bangalore,North,30-08-2025 15:36,Afternoon,55,106.63,0.75,10.42,178.34,157.51,20.83,178.36,20.82
BANG5597,Bangalore,South,01-09-2025 16:59,Afternoon,46,106.69,0.55,5.04,124.31,103.74,20.57,124.28,20.64
BANG5598,Bangalore,South,31-08-2025 22:36,Night,89,106.79,0.62,13.74,198.19,190.8,7.39,198.13,7.42
BANG5599,Bangalore,South,02-09-2025 19:28,Evening,64,106.55,0.77,8.41,149.85,137.38,12.47,149.86,12.54
BANG5600,Bangalore,West,31-08-2025 00:39,Night,46,106.66,0.91,14.81,214.34,201.43,12.91,214.35,12.93
BANG5601,Bangalore,North,02-09-2025 07:18,Morning,62,106.75,0.9,4.61,115.35,99.48,15.87,115.28,15.94
BANG5602,Bangalore,North,31-08-2025 06:14,Morning,68,106.63,0.53,10.73,167.74,160.62,7.12,167.77,7.16
BANG5603,Bangalore,East,31-08-2025 13:35,Afternoon,78,106.59,0.84,9.88,165.72,152.1,13.62,165.67,13.66
BANG5604,Bangalore,West,02-09-2025 06:27,Morning,58,106.71,0.54,12.5,189.33,178.36,10.97,189.36,10.94
BANG5605,Bangalore,West,30-08-2025 03:50,Night,79,106.7,0.98,4.92,116.9,102.55,14.35,116.96,14.38
BANG5606,Bangalore,West,31-08-2025 06:47,Morning,45,106.63,0.94,9.18,164.73,145.12,19.61,164.78,19.66
BANG5607,Bangalore,North,02-09-2025 07:32,Morning,48,106.51,0.54,6.38,133.15,117.06,16.09,133.19,16.13
BANG5608,Bangalore,East,01-09-2025 00:36,Night,52,106.78,0.89,14.76,206.64,200.99,5.65,206.67,5.63
BANG5609,Bangalore,West,02-09-2025 11:23,Morning,74,106.7,0.64,3.79,111.69,91.25,20.44,111.78,20.43
BANG5610,Bangalore,East,30-08-2025 11:52,Morning,50,106.7,0.69,5.26,123.09,105.95,17.14,123.15,17.05
BANG5611,Bangalore,South,01-09-2025 22:53,Night,42,106.53,0.99,4.63,112.61,99.56,13.05,112.55,12.98
BANG5612,Bangalore,East,31-08-2025 21:23,Evening,42,106.53,0.71,3.69,106.66,90.16,16.5,106.61,16.5
BANG5613,Bangalore,South,02-09-2025 01:25,Night,47,106.52,0.99,4.6,119.21,99.26,19.95,119.24,19.85
BANG5614,Bangalore,East,31-08-2025 01:05,Night,83,106.59,0.66,5.02,114.97,103.5,11.47,114.9,11.45
BANG5615,Bangalore,East,02-09-2025 18:17,Evening,48,106.6,0.9,7.09,148.14,124.2,23.94,148.05,23.98
BANG5616,Bangalore,East,31-08-2025 16:53,Afternoon,63,106.78,0.64,3.31,94.75,86.49,8.26,94.79,8.33
BANG5617,Bangalore,West,01-09-2025 03:14,Night,77,106.64,0.93,10.72,169.24,160.52,8.72,169.26,8.65
BANG5618,Bangalore,West,02-09-2025 13:54,Afternoon,64,106.79,0.79,14.11,200.44,194.5,5.94,200.42,5.91
BANG5619,Bangalore,South,01-09-2025 20:21,Evening,83,106.78,0.74,11.09,180.88,164.29,16.59,180.83,16.5
BANG5620,Bangalore,Central,30-08-2025 03:25,Night,84,106.8,0.61,8.24,142.75,135.8,6.95,142.8,7.02
BANG5621,Bangalore,South,02-09-2025 15:53,Afternoon,66,106.74,0.97,7.28,142.39,126.17,16.22,142.45,16.28
BANG5622,Bangalore,East,30-08-2025 01:56,Night,52,106.63,0.93,7.56,143.79,128.92,14.87,143.89,14.87
BANG5623,Bangalore,Central,30-08-2025 19:14,Evening,78,106.59,0.89,11.49,190.57,168.2,22.37,190.66,22.28
BANG5624,Bangalore,South,31-08-2025 10:17,Morning,57,106.56,0.76,3.7,107.28,90.28,17.0,107.19,17.03
BANG5625,Bangalore,West,02-09-2025 23:58,Night,78,106.76,0.66,5.23,129.91,105.68,24.23,129.84,24.15
BANG5626,Bangalore,Central,01-09-2025 00:12,Night,79,106.58,0.52,3.27,98.85,85.99,12.86,98.84,12.88
BANG5627,Bangalore,North,01-09-2025 07:30,Morning,71,106.75,0.63,12.39,183.38,177.28,6.1,183.4,6.13
BANG5628,Bangalore,East,30-08-2025 01:00,Night,63,106.62,0.62,3.23,105.0,85.61,19.39,105.02,19.44
BANG5629,Bangalore,East,02-09-2025 00:14,Night,56,106.62,0.97,4.19,102.43,95.21,7.22,102.44,7.24
BANG5630,Bangalore,East,31-08-2025 01:46,Night,62,106.54,0.9,7.91,141.37,132.37,9.0,141.36,8.9
BANG5631,Bangalore,North,30-08-2025 22:55,Night,56,106.63,0.55,13.87,211.69,192.02,19.67,211.62,19.67
BANG5632,Bangalore,Central,30-08-2025 23:22,Night,52,106.74,0.84,12.51,192.85,178.47,14.38,192.78,14.3
BANG5633,Bangalore,East,02-09-2025 05:07,Night,56,106.5,0.93,4.9,119.08,102.25,16.83,119.01,16.88
BANG5634,Bangalore,East,31-08-2025 19:04,Evening,63,106.54,0.74,5.52,122.96,108.47,14.49,122.97,14.48
BANG5635,Bangalore,Central,02-09-2025 02:21,Night,60,106.74,0.54,7.01,146.56,123.47,23.09,146.46,23.14
BANG5636,Bangalore,North,01-09-2025 20:53,Evening,51,106.5,0.69,8.42,160.5,137.45,23.05,160.44,23.02
BANG5637,Bangalore,South,31-08-2025 01:33,Night,71,106.75,0.97,7.94,138.59,132.78,5.81,138.53,5.78
BANG5638,Bangalore,North,30-08-2025 10:43,Morning,54,106.61,0.59,8.38,159.99,137.11,22.88,159.91,22.84
BANG5639,Bangalore,South,02-09-2025 16:20,Afternoon,45,106.56,0.97,3.58,96.24,89.08,7.16,96.19,7.14
BANG5640,Bangalore,North,30-08-2025 17:49,Afternoon,44,106.7,0.83,6.2,123.33,115.35,7.98,123.4,7.89
BANG5641,Bangalore,North,01-09-2025 18:02,Evening,52,106.61,0.69,11.89,185.67,172.2,13.47,185.67,13.49
BANG5642,Bangalore,West,02-09-2025 10:12,Morning,83,106.68,0.87,12.78,202.59,181.14,21.45,202.67,21.52
BANG5643,Bangalore,North,31-08-2025 02:54,Night,59,106.55,0.54,14.83,211.82,201.58,10.24,211.8,10.28
BANG5644,Bangalore,West,31-08-2025 21:05,Evening,74,106.76,0.86,7.36,133.44,126.98,6.46,133.47,6.54
BANG5645,Bangalore,South,01-09-2025 04:13,Night,43,106.64,0.62,4.48,120.04,98.12,21.92,119.99,22.01
BANG5646,Bangalore,South,31-08-2025 23:00,Night,45,106.51,0.83,10.97,169.68,162.96,6.72,169.76,6.78
BANG5647,Bangalore,South,31-08-2025 23:45,Night,83,106.51,0.6,8.5,156.46,138.26,18.2,156.41,18.22
BANG5648,Bangalore,North,31-08-2025 15:40,Afternoon,63,106.65,0.68,3.03,94.99,83.62,11.37,94.98,11.35
BANG5649,Bangalore,North,30-08-2025 21:33,Evening,57,106.79,0.77,12.31,185.87,176.5,9.37,185.92,9.33
BANG5650,Bangalore,North,30-08-2025 07:00,Morning,64,106.54,0.77,12.12,181.31,174.47,6.84,181.41,6.89
BANG5651,Bangalore,West,02-09-2025 07:35,Morning,74,106.69,0.88,8.27,141.18,136.04,5.14,141.19,5.2
BANG5652,Bangalore,West,30-08-2025 08:05,Morning,46,106.64,0.61,5.0,124.83,103.32,21.51,124.88,21.53
BANG5653,Bangalore,South,30-08-2025 19:53,Evening,70,106.76,0.67,13.68,208.76,190.18,18.58,208.74,18.56
BANG5654,Bangalore,North,02-09-2025 09:07,Morning,49,106.73,0.66,9.98,170.94,153.17,17.77,170.85,17.71
BANG5655,Bangalore,Central,31-08-2025 16:05,Afternoon,58,106.63,0.51,13.36,199.15,186.92,12.23,199.21,12.28
BANG5656,Bangalore,Central,30-08-2025 19:14,Evening,72,106.71,0.85,5.79,120.73,111.26,9.47,120.71,9.44
BANG5657,Bangalore,Central,01-09-2025 14:22,Afternoon,68,106.62,0.8,5.65,134.26,109.81,24.45,134.26,24.49
BANG5658,Bangalore,North,02-09-2025 08:49,Morning,75,106.57,0.84,6.31,127.27,116.38,10.89,127.18,10.79
BANG5659,Bangalore,West,02-09-2025 16:45,Afternoon,57,106.79,0.74,10.07,166.02,154.1,11.92,165.99,11.93
BANG5660,Bangalore,West,02-09-2025 02:54,Night,41,106.59,0.92,12.95,206.48,182.8,23.68,206.4,23.76
BANG5661,Bangalore,West,31-08-2025 23:05,Night,52,106.62,0.95,13.92,215.77,192.51,23.26,215.78,23.23
BANG5662,Bangalore,Central,01-09-2025 04:11,Night,48,106.56,0.85,6.57,137.85,118.98,18.87,137.79,18.9
BANG5663,Bangalore,South,31-08-2025 22:42,Night,62,106.55,0.7,11.97,184.88,172.98,11.9,184.82,11.95
BANG5664,Bangalore,North,01-09-2025 18:44,Evening,65,106.5,0.7,9.64,163.61,149.65,13.96,163.63,13.91
BANG5665,Bangalore,South,02-09-2025 15:34,Afternoon,68,106.74,0.56,4.56,121.37,98.97,22.4,121.46,22.33
BANG5666,Bangalore,West,02-09-2025 06:25,Morning,41,106.59,0.59,3.25,106.1,85.8,20.3,106.03,20.33
BANG5667,Bangalore,North,02-09-2025 19:19,Evening,78,106.5,0.52,14.54,207.95,198.65,9.3,207.87,9.35
BANG5668,Bangalore,North,02-09-2025 15:14,Afternoon,89,106.55,0.51,4.19,100.81,95.18,5.63,100.88,5.57
BANG5669,Bangalore,North,02-09-2025 04:30,Night,88,106.57,0.61,14.85,223.01,201.78,21.23,222.93,21.16
BANG5670,Bangalore,South,01-09-2025 17:30,Afternoon,51,106.75,0.51,14.77,220.46,201.08,19.38,220.54,19.45
BANG5671,Bangalore,East,30-08-2025 21:31,Evening,51,106.74,0.72,11.53,186.83,168.67,18.16,186.88,18.21
BANG5672,Bangalore,Central,02-09-2025 01:59,Night,60,106.73,0.77,6.79,140.72,121.27,19.45,140.81,19.52
BANG5673,Bangalore,Central,02-09-2025 00:03,Night,68,106.79,0.77,5.61,131.87,109.5,22.37,131.78,22.35
BANG5674,Bangalore,North,02-09-2025 20:57,Evening,82,106.55,0.51,4.64,105.82,99.68,6.14,105.82,6.08
BANG5675,Bangalore,North,31-08-2025 13:24,Afternoon,63,106.57,1.0,12.76,200.54,180.88,19.66,200.55,19.6
BANG5676,Bangalore,South,02-09-2025 14:35,Afternoon,62,106.66,0.84,7.91,146.07,132.43,13.64,145.98,13.66
BANG5677,Bangalore,West,02-09-2025 10:40,Morning,72,106.74,0.71,4.89,121.68,102.27,19.41,121.72,19.4
BANG5678,Bangalore,East,01-09-2025 00:56,Night,68,106.6,0.67,6.27,132.79,116.0,16.79,132.74,16.74
BANG5679,Bangalore,East,30-08-2025 00:02,Night,69,106.55,0.98,14.53,217.62,198.58,19.04,217.6,19.0
BANG5680,Bangalore,Central,02-09-2025 17:07,Afternoon,59,106.62,0.56,7.15,140.34,124.81,15.53,140.26,15.56
BANG5681,Bangalore,South,30-08-2025 15:54,Afternoon,85,106.59,0.9,3.42,103.75,87.5,16.25,103.85,16.31
BANG5682,Bangalore,South,31-08-2025 04:16,Night,87,106.74,0.72,5.72,130.51,110.57,19.94,130.61,19.89
BANG5683,Bangalore,East,31-08-2025 12:06,Afternoon,51,106.72,0.98,5.64,117.76,109.76,8.0,117.7,7.92
BANG5684,Bangalore,South,30-08-2025 09:48,Morning,61,106.59,0.92,13.22,200.04,185.5,14.54,200.11,14.62
BANG5685,Bangalore,West,30-08-2025 03:28,Night,46,106.61,0.99,5.08,118.14,104.1,14.04,118.11,14.09
BANG5686,Bangalore,East,30-08-2025 16:45,Afternoon,86,106.76,0.64,4.41,117.44,97.48,19.96,117.48,20.01
BANG5687,Bangalore,East,31-08-2025 22:52,Night,46,106.59,0.55,10.83,178.0,161.6,16.4,178.07,16.37
BANG5688,Bangalore,Central,01-09-2025 09:34,Morning,55,106.61,0.87,7.97,154.62,133.0,21.62,154.53,21.7
BANG5689,Bangalore,North,30-08-2025 10:07,Morning,57,106.57,0.92,11.84,196.26,171.68,24.58,196.28,24.58
BANG5690,Bangalore,North,30-08-2025 14:48,Afternoon,82,106.63,0.84,3.84,105.79,91.72,14.07,105.81,14.16
BANG5691,Bangalore,East,02-09-2025 18:25,Evening,72,106.65,0.73,11.16,177.29,164.92,12.37,177.39,12.42
BANG5692,Bangalore,South,31-08-2025 08:00,Morning,81,106.77,0.84,9.79,172.37,151.28,21.09,172.36,21.06
BANG5693,Bangalore,Central,01-09-2025 06:55,Morning,83,106.74,0.98,6.1,124.57,114.37,10.2,124.55,10.19
